0,RESERVED
1,UNK
2,fruité
3,vert
4,doux
5,floral
6,boisé
7,herbe
8,épicé
9,ciredabeille
10,gras
11,frais
12,agrume
13,balsamique
14,rose
15,fruitàcoque
16,terre
17,huile
18,légume
19,crème
20,poudré
21,baie
22,menthé
23,pomme
24,moisi
25,ananas
26,phénolé
27,camphre
28,soufré
29,aldéhyde
30,métal
31,miel
32,melon
33,ambregris
34,raisin
35,caramel
36,oignon
37,banane
38,poire
39,café
40,vanille
41,éther
42,fromage
43,vin
44,tabac
45,noixdecoco
46,jasmin
47,savon
48,ail
49,lactique
50,beurre
51,champignon
52,cacao
53,animal
54,pêche
55,orange
56,brûlé
57,violette
58,musc
59,pin
60,foin
61,citron
62,cerise
63,rhum
64,cannelle
65,coumarine
66,laitfrais
67,médicinal
68,cèdre
69,﻿abricot
70,thé
71,prune
72,ylang
73,fumée
74,fermentaire
75,poivre
76,géranium
77,pain
78,ester
79,concombre
80,cuir
81,confiture
82,amande
83,alliacé
84,cognac
85,lavande
86,framboise
87,réglisse
88,mandarine
89,cloudegirofle
90,muguet
91,fleurdoranger
92,citronvert
93,sauge
94,anis
95,chocolat
96,pommedeterre
97,jacinthe
98,résineux
99,chimique
100,fraise
101,poulet
102,cuit
103,lys
104,zesté
105,sapin
106,anisé
107,coriandre
108,bergamote
109,bouillon
110,racine
111,santal
112,noisette
113,chou
114,mangue
115,fèvetonka
116,menthol
117,plastique
118,tomate
119,ozone
120,grillé
121,cumin
122,siropdérable
123,poisson
124,gardénia
125,solvant
126,narcisse
127,galbanum
128,eucalyptus
129,mousse
130,alcool
131,patchouli
132,aubépine
133,myrtille
134,fenouil
135,marin
136,sueur
137,mentheverte
138,levure
139,naphtaline
140,camomille
141,bourgeondecassis
142,raifort
143,pommeverte
144,caoutchouc
145,radis
146,suif
147,viandecuite
148,capucine
149,œillet
150,fruitexotique
151,œuf
152,fruitsec
153,basilic
154,poussière
155,citronelle
156,écorcedorange
157,encens
158,bonbon
159,popcorn
160,cacahuète
161,romarin
162,moutarde
163,orchidée
164,fruitdelapassion
165,magnolia
166,mimosa
167,graisseanimale
168,lilas
169,graisse
170,malté
171,bois
172,noisettetorréfiée
173,menthepoivrée
174,poivron
175,amandeamère
176,ambrette
177,maïs
178,whisky
179,friture
180,gingembre
181,rance
182,brandy
183,oignoncuit
184,cassis
185,thym
186,fleurdetroëne
187,noixdemuscade
188,carvi
189,buchu
190,rhubarbe
191,tubéreuse
192,gaz
193,noix
194,humus
195,mûre
196,héliotrope
197,styrax
198,pastèque
199,bacon
200,algue
201,safran
202,sucrebrûlé
203,bière
204,fécal
205,asperge
206,chrysanthème
207,graissedepoulet
208,caramelaubeurre
209,genévrier
210,saindoux
211,myrrhe
212,kiwi
213,goyave
214,estragon
215,carotte
216,bananeverte
217,céréale
218,pivoine
219,bœufcuit
220,grain
221,livèche
222,poivrenoir
223,chèvrefeuille
224,cardamome
225,pommedeterrecuite
226,fenugrec
227,eaudecologne
228,artichaut
229,fleurdacacia
230,sciure
231,papaye
232,wasabi
233,fruitdemer
234,trèfle
235,feuilledetomate
236,aneth
237,porccuit
238,acrylate
239,castoréum
240,civette
241,mélasse
242,absinthe
243,haricotvert
244,barbeàpapa
245,chèvre
246,bouillondelégumes
247,ciste
248,tagete
249,cerfeuil
250,essence
251,poireau
252,cyclamen
253,persil
254,acétique
255,saladeverte
256,peinture
257,carvone
258,truffe
259,freesia
260,graintorréfié
261,costarde
262,figue
263,boisbrûlé
264,jambon
265,térébenthine
266,noixdecajou
267,menthe
268,agneau
269,croûtedepain
270,galanga
271,canneberge
272,réséda
273,sang
274,immortelle
275,forêt
276,cyprès
277,boronia
278,marjolaine
279,cidre
280,acétone
281,palourde
282,chocolatnoir
283,cresson
284,groseille
285,verveine
286,fromagebleu
287,sèvedepin
288,petitspois
289,pommecuite
290,médical
291,coquillage
292,fleurdetilleul
293,poisdesenteur
294,amandetorréfiée
295,moufette
296,cubèbe
297,boisdagar
298,litchi
299,choucroute
300,mouton
301,acajou
302,benjoin
303,chamallow
304,genêt
305,durian
306,salsepareille
307,chips
308,cive
309,limbourg
310,orgetorréfiée
311,angélique
312,beurredecacahuète
313,fleur
314,menthepouliot
315,curry
316,lavandin
317,ciboulette
318,papier
319,massepain
320,dindecuite
321,citrouille
322,poulailler
323,beurrerance
324,orangeamère
325,paindeseigle
326,yuzu
327,pouletrôti
328,cookie
329,fromagedechèvre
330,asefétide
331,houblon
332,luzerne
333,châtaigne
334,origan
335,palmarosa
336,hibiscus
337,noixdemacadamia
338,coing
339,parmesan
340,babeurre
341,praline
342,produitpétrolier
343,fleurdesureau
344,saumon
345,thon
346,jaunedœuf
347,carambole
348,yaourt
349,câpres
350,urine
351,datte
352,chicorée
353,souci
354,grenade
355,sésame
356,jonquille
357,hysope
358,tanaisie
359,pâtisserie
360,pistache
361,jacquier
362,insecteécrasé
363,poivrevert
364,airelle
365,tilleul
366,lingehumide
367,huître
368,foie
369,mastic
370,putride
371,noixdepécan
372,chêne
373,épinard
374,tequila
375,bouillondeviande
376,vinaigre
377,marrube
378,calamus
379,fougère
