RESERVED,-0.09388016,-0.05943536,-0.019123685,0.059474237,-0.007047761,0.029970273,-0.003194496,0.074366905,-0.029701725,0.04831321,-0.028729927,-0.034734704,0.007587826,-0.06325314,-0.06513016,0.020233307,-0.0008184314,-0.0844385,0.03974733,0.053406775,-0.06696226,-0.0012539886,-0.026170755,0.069350794,-0.05120542,-0.015509557,-0.011807833,-0.0062695947,-0.009435665,-0.04722483,0.019027833,0.05265045,-0.008757507,-0.0733431,0.012365697,0.003587138,0.038231205,-0.033275496,-0.0034587868,0.043697886,0.03718149,0.010598589,0.06913612,0.048433572,0.040915478,-0.014793482,-0.022324288,0.004866533,-0.050804198,-0.08263813,-0.05802679,-0.08312638,0.058908373,-0.011342704,-0.017341983,0.08796561,-0.047199808,0.01703057,0.05483521,0.03839209
gras,0.5413053,0.16546956,-0.58395076,-1.1798071,0.5574242,0.9575918,0.37874675,0.8087449,-0.7340004,-0.8216727,0.5000713,0.31272745,0.5937532,0.09426862,0.49894866,0.22168645,0.20559569,-0.42625725,0.7055251,0.38171804,-0.5545602,0.24506165,0.5706139,-0.52260506,0.5042379,-0.43975157,-0.65266836,0.75964856,-0.75245,0.2831119,0.71271753,0.6463953,-0.25327194,0.3246055,-0.60662335,-0.5459764,-0.96795577,0.30999357,-0.13123037,-0.56585896,0.39798862,0.74245507,-0.78230745,0.32167023,0.58221346,0.85482764,0.3427838,-0.6079515,0.28697732,0.7203362,-0.45112908,-0.5204003,0.6981025,0.39710236,0.76618797,-0.4915549,0.49571338,-0.46754605,-0.47007483,0.41270673
frais,0.58954895,0.45784324,-0.4491138,-0.69910634,0.9225346,0.4312802,0.7162456,0.69735956,-0.7380425,-1.0052879,0.54496527,0.6489029,0.70469975,-0.27335668,0.60860455,0.4032576,0.32371274,-0.07111904,0.6072692,0.40946618,-0.57533,0.2627279,0.26701802,-0.6338383,0.27504078,-0.5828944,-0.2732633,0.784639,-0.5530832,0.17288049,0.65686846,0.5565912,-0.15335092,0.7121571,-0.7042327,-0.2626618,0.8086857,0.3702415,-0.15633674,0.28492665,-1.0789781,0.556177,-0.42519793,0.5940834,0.9335358,0.6988561,0.27266353,-0.38521957,0.63201946,0.42821786,-0.40390643,-0.106146924,0.3010462,0.70768946,0.59629077,-0.34010965,0.7271557,-0.398077,-0.23027681,0.3651951
agrume,0.101841815,0.26208642,-0.5667972,-0.816103,0.41912678,0.8987092,0.44730228,0.2883765,-0.7006074,-0.4086247,0.7502217,0.59854406,0.53768706,-0.52082336,0.37881264,0.36325246,0.3602139,-0.39988902,0.6219813,0.67536783,-0.7182908,0.5919071,0.27017608,-0.6780038,0.40097678,-0.4835099,-0.5040762,0.5744177,-0.67200744,0.23349124,0.41030443,0.40008503,-0.68957317,0.34579623,-0.32874668,-0.6352798,0.66862756,0.23717985,-0.51120806,-0.52695626,0.3406215,0.678233,-0.4305981,0.63067186,0.6362693,0.7229955,0.36509866,-0.79409194,0.58281374,0.3038351,-0.16248435,-0.33461064,0.5882251,0.56707835,0.4849919,-0.5596607,0.47023827,-0.7767546,-0.5510484,0.48651916
balsamique,0.19854814,0.33291858,-0.55409896,-0.31114668,0.27496696,-0.30062017,0.5759168,0.013495654,-0.10765512,-0.59767246,0.53408813,0.30917227,0.30358213,-0.81661123,0.37299007,0.5472614,0.7792795,-0.3768187,0.40493396,0.6738299,-0.2272193,0.56608784,0.27898622,-0.16037294,0.37815282,-0.25955606,-0.4048835,0.097954825,-0.61413777,0.3211285,0.26845586,0.58265746,-0.6490855,0.33416998,-0.5069748,-0.5128108,1.2833204,0.57776463,-0.673708,1.0438001,-0.16492848,0.7285763,-0.42137247,0.61189055,0.22071481,0.6124879,0.50920117,-0.3789891,0.027760103,0.61807144,-0.7480171,-0.45360708,0.1397157,0.33794704,0.25288302,-0.7804712,0.36474586,-0.30749667,-0.7188282,0.38134152
rose,0.051330782,0.27352867,-0.48451185,-0.19636118,0.57152295,0.6323104,0.41292015,-0.24963814,-0.567811,-0.4857244,0.7128541,0.020062298,0.5311742,-0.46537343,0.5828173,0.45353234,0.5996429,-0.7053194,0.5674023,0.70832324,-0.066573724,0.48687422,0.055043697,-0.15841493,0.118574694,-0.13400857,-0.2930612,0.28654605,-0.625725,0.42458397,0.54960054,0.55810905,-0.80095416,0.024438351,-0.11177906,-0.47547886,0.27022314,0.5596322,-0.65034145,-0.09904632,0.28585225,0.44266194,-0.4702464,0.63142365,0.7371452,0.72178316,0.47989804,-0.6806414,0.71141696,0.24203293,-0.33350265,-0.61033,0.6115322,0.6373391,0.20848082,-0.29764122,0.0025886148,-0.7206466,-0.6880992,0.66551596
fruitàcoque,0.6884695,0.7778199,-0.56185055,-0.27108565,-0.054620966,0.5809743,0.30210212,0.6226844,-0.6318457,0.610373,0.21659374,0.6625508,0.5421023,-0.48840937,0.28566247,0.55415946,0.57273406,-0.44622096,0.21714965,0.08955988,-0.7886832,0.5931883,0.7337785,-0.56133056,0.7968647,-0.36934033,-0.7068672,0.40037322,-0.5899954,0.3703624,0.6641479,0.2872071,-0.17968002,0.8045989,-0.42813486,-0.6376697,-0.27603424,0.37907973,-0.29850173,0.3753755,0.45958644,0.14935765,-0.34464264,0.36637288,-0.09693637,-0.15996188,0.5367631,0.19698302,0.34534854,0.66829944,-0.52781826,-0.5274606,0.60989195,-0.052222367,0.49459368,-0.24537577,0.44762295,-0.54377437,-0.2586832,0.6217723
terre,0.5895895,0.39767942,-0.5280535,-0.026593378,-0.025987335,0.4038782,0.5875666,0.69432294,-0.60289633,0.10766838,0.21867186,0.55305827,0.45504355,-0.5153649,0.29295808,0.4267194,0.4935186,-0.29780734,0.21298534,0.11381762,-0.47900987,0.57134813,0.8107674,-0.6683751,0.5613941,-0.3489082,-0.7038573,0.21521096,-0.3032653,0.36785617,0.7122934,0.31534702,-0.30815,0.8735945,-0.4729374,-0.4972905,-0.41387168,0.48772067,0.38460523,-0.0035237446,-1.1139903,0.30278665,-0.4845848,0.42285722,0.28922117,0.30434605,0.38310376,-0.42983833,0.23093912,0.74300224,-0.32519913,-0.5139462,0.49685338,0.05302695,0.3455953,-0.271886,0.31193012,-0.4185811,-0.2314117,0.68675524
huile,0.52395946,0.21201807,-0.64890486,-0.81053424,0.6170751,0.58395916,0.4018033,0.7010673,-0.6747061,-0.7233641,0.44936883,0.32411903,0.6125294,-0.082255974,0.39538002,0.25421804,0.32701838,-0.28937775,0.8242563,0.39439425,-0.5411535,0.24064073,0.58064103,-0.5635084,0.37753904,-0.3886126,-0.6230285,0.71166825,-0.74596435,0.19672392,0.5742348,0.6500543,-0.23588368,0.32116297,-0.52291197,-0.4265996,-0.6127626,0.34957254,0.014017865,-0.29959658,-0.00863931,0.7151835,-0.7429508,0.50228316,0.6151291,0.68294936,0.30608365,-0.47946382,0.31571245,0.6521446,-0.5439074,-0.40265578,0.4884906,0.48864385,0.607122,-0.38141796,0.6150431,-0.41246367,-0.3165962,0.3885242
légume,0.7599559,0.5067793,-0.38877824,0.38998652,0.44109413,0.099258736,0.38344646,1.133955,-0.4581523,-0.2092928,0.41314548,0.7054442,0.6309372,-0.597494,0.42208755,0.5518351,0.5509542,-0.3334324,0.59630644,0.3705045,-0.71541196,0.61417544,0.840225,-0.75292814,0.36484855,-0.6313093,-0.70293844,0.63668096,-0.3013772,0.423808,0.6201214,0.45156944,-0.2584149,0.5005161,-0.55855364,-0.5597471,-0.90389264,0.6317494,0.22921519,-0.6975186,-0.48972988,0.33562914,-0.30080336,0.40365505,0.2872101,0.22207358,0.37966704,-0.4619491,0.45068085,0.4489463,-0.3108589,-0.43932414,0.3100924,0.3556465,0.6591021,-0.22037907,0.5977395,-0.5882356,-0.22519751,0.5187712
crème,0.5683389,-0.1493832,-0.39050323,-0.83819765,0.2364252,0.803265,0.4668119,0.6843978,-0.34476998,-0.84746015,0.4950667,0.23496062,0.12956712,0.22476742,0.421776,0.47290644,0.19334553,-0.48887676,0.61985457,0.37949872,-0.47604793,0.43926734,0.56847984,-0.19633694,0.59983194,-0.5862531,-0.6238692,0.44471204,-0.32956856,0.5683719,0.36894506,0.4222225,-0.42470124,0.11409413,-0.63496614,-0.14860705,-0.9384289,0.39208525,-0.6626375,0.680022,1.256547,0.63368773,-0.44814652,-0.039947476,0.50886077,0.61168313,0.4782799,-0.28258744,0.30101556,0.58848226,-0.5308266,-0.34003568,0.50864303,0.6372249,0.6638781,-0.6022754,0.6621376,-0.2974288,-0.5093872,0.40852606
poudré,0.35517412,0.45651993,-0.4908531,-0.39662337,0.35658097,-0.04345015,0.5236882,-0.0589381,-0.106445,-0.3706345,0.6081908,0.10481095,0.2553522,-0.59409416,0.43868023,0.70027125,0.53442454,-0.6562127,0.47262177,0.57173353,-0.3192115,0.698735,0.33921573,-0.089107834,0.6222564,-0.25077718,-0.34470898,0.1295278,-0.5544565,0.7998599,0.33587623,0.4790767,-0.7003499,0.105402656,-0.24795821,-0.3667243,0.84097195,0.20664869,-1.0240005,0.85124826,0.71285605,0.6404433,-0.4448282,0.57622117,0.32837766,0.43391818,0.60954905,-0.44573304,0.23487248,0.4868227,-0.5282936,-0.4272248,0.29489785,0.6854559,0.36879113,-0.6846696,0.43987337,-0.21262473,-0.678681,0.47200835
baie,0.24768847,0.45177898,-0.459813,-0.26974028,0.46361127,-0.55690527,0.585334,-0.57330745,-0.49069357,-0.50176036,0.30664635,0.1358878,0.4085038,-0.6018244,0.72081697,0.57418007,0.5353065,-0.5573715,0.433348,0.42291737,-0.28007227,0.34879848,0.25942826,0.012360513,0.40576386,-0.30661198,-0.22107321,0.3117483,-0.36180097,0.85275745,0.4912092,0.6038486,-0.53290963,0.35453767,-0.049786083,-0.5521692,0.23509361,0.4081358,-0.4777996,0.52047193,-0.116733015,0.39436287,-0.753856,0.6752865,0.5372441,0.55158675,0.5946771,-0.55715585,0.6888051,0.49586996,-0.5733366,-0.5887761,0.2136065,0.64498067,0.38641933,-0.584251,0.26393673,-0.47226268,-0.6060805,0.28284866
menthé,0.55230117,0.5278429,-0.37851775,-0.37023285,0.53678554,0.51126534,0.53982204,0.806283,-0.5149403,-0.6109078,0.59175086,0.7421111,0.5582751,-0.36242127,0.40810788,0.4416265,0.23485957,0.18996282,0.4014595,0.38756174,-0.46464425,0.4272093,0.24932706,-0.5199033,0.17828155,-0.5331652,-0.29871842,0.48234063,-0.34102792,0.046137378,0.3717749,0.35468346,0.0150802955,0.7069173,-0.7944304,-0.16790837,1.3522394,0.4389357,-0.1165868,0.8173094,-1.2184532,0.4583062,-0.068366475,0.4269762,0.6715288,0.3978157,0.18446359,-0.045459762,0.48714036,0.33906636,-0.2458927,0.04461416,0.011660777,0.46529472,0.48337024,-0.115030736,0.61156726,-0.31270915,0.014683995,0.37512884
pomme,0.66352904,0.6789014,-0.27683178,-0.30516946,0.9017614,-0.1523525,0.51422226,0.22253966,-0.34171462,-0.7295432,0.035710588,0.25483054,0.28846323,-0.33261043,0.63464373,0.2825951,0.43319127,-0.6547368,0.17783591,0.1676307,0.16846882,-0.19852303,0.07104763,-0.35991952,0.4182926,-0.50871867,-0.026327915,0.68933207,-0.47390562,0.62652826,0.37651584,0.37026232,-0.6025139,0.6197531,-0.34633845,-0.36754608,-0.93508416,0.5984869,-0.13070849,0.64878064,-0.3890707,0.07896034,-0.72738075,0.5194383,0.82465607,0.5260858,0.63754165,-0.42589945,0.906562,0.34165746,-0.7342983,-0.48601925,0.6096238,0.5444914,0.17348915,-0.43589467,0.3849256,-0.16458607,-0.4734769,0.09750764
moisi,0.66261286,0.64090097,-0.47457343,-0.07570435,-0.06683323,0.43274286,0.49653202,0.5282378,-0.5387169,0.5074431,0.24488735,0.59896076,0.5173462,-0.56409454,0.23383829,0.5716647,0.6240108,-0.49839565,0.19508816,0.043047763,-0.66866755,0.6874957,0.6561371,-0.5657723,0.73222196,-0.33973768,-0.634531,0.27575615,-0.43640313,0.45599046,0.6197252,0.26483712,-0.16778618,0.8391777,-0.4205212,-0.59874016,-0.26854482,0.46922034,-0.24302189,0.3980717,-0.32639384,0.18234414,-0.36583313,0.43713075,0.016547523,-0.0865265,0.5246773,-0.02667059,0.39442,0.687366,-0.43829453,-0.6189656,0.5159912,-0.00985587,0.47269648,-0.2440079,0.47570124,-0.5267112,-0.32650486,0.6079278
ananas,0.65402,0.60151756,-0.18247469,-0.5266584,0.81885815,-0.32039148,0.62079334,0.1368961,-0.3118415,-0.5933666,-0.033042725,0.07614864,0.25563717,-0.2767146,0.61449873,0.38323465,0.29542547,-0.6534585,0.15451927,0.051146504,0.019439545,-0.006146665,0.15962717,-0.14760521,0.42701545,-0.50350356,-0.22467673,0.46130836,-0.39284557,0.6419148,0.30377758,0.2761398,-0.51915854,0.4052954,-0.24754976,-0.4141509,-0.6379475,0.51275253,-0.29511362,0.8097985,-0.013690934,0.22615986,-0.585746,0.45888364,0.74457777,0.4395762,0.56975603,-0.35927117,0.76120687,0.37583002,-0.73744535,-0.5741145,0.6536802,0.41267088,0.32427737,-0.44786453,0.4638402,-0.08422817,-0.49121043,0.30776405
phénolé,0.61362123,0.46211043,-0.41173664,-0.4302684,0.22902125,0.2723747,0.29838574,0.5259663,0.1030179,-0.26320648,0.32142982,0.48060802,0.21580125,-0.5696887,0.3374694,0.34189835,0.39563572,-0.12313685,0.2099912,0.45598936,-0.23569396,0.74191535,0.57428384,-0.50312877,0.41719884,-0.49238354,-0.45035857,0.301259,-0.55078393,0.30184782,0.055275396,0.293369,-0.44427186,0.31196347,-0.53708494,-0.336867,1.0851405,0.4553408,-0.659966,1.0467095,0.41362882,0.6478896,-0.23215568,0.3426359,0.27426222,0.3256501,0.2901344,-0.36761603,0.02312833,0.47195128,-0.46549952,-0.4746804,0.07551661,0.25591537,0.17880216,-0.6214973,0.45260584,-0.19365218,-0.3699904,0.49855983
camphre,0.5597838,0.4836838,-0.34356776,-0.41305298,0.36055514,0.44402045,0.49290788,1.0878778,-0.4900065,-0.51401263,0.52715695,0.7146292,0.56679463,-0.31741625,0.2589423,0.43891254,0.38015825,0.3529598,0.39692852,0.3540243,-0.5808335,0.5414573,0.5162042,-0.7242453,0.12684399,-0.49473912,-0.37348273,0.4259671,-0.2805881,0.04691481,0.4521972,0.312925,0.013075471,0.7857884,-0.75348103,-0.08424708,1.2988611,0.38261196,-0.15045545,0.7745739,-1.0044045,0.3321159,0.016028147,0.35945785,0.45588824,0.15855983,0.04412708,-0.06111989,0.22040273,0.48114133,-0.26651958,0.085074365,-0.10100572,0.36254758,0.51786005,-0.13351882,0.67864513,-0.27630633,0.0014856001,0.34475324
soufré,0.42073148,0.54967177,-0.33839762,0.81281686,0.4492858,-0.11299791,0.26090795,0.7434393,-0.2267174,-0.087461025,0.6144315,0.6831858,0.59261274,-0.85403806,0.3271641,0.5766793,0.4577986,-0.27489004,0.46762532,0.63129056,-0.54102707,0.7663512,0.56333077,-0.55366504,0.22380029,-0.6150319,-0.5319623,0.5034832,0.06765736,0.49198008,0.363128,0.27607197,-0.4534207,0.08860642,-0.49510208,-0.3877905,-0.3966907,0.72956663,0.25549567,-0.60528016,0.2950724,0.29295778,0.24470642,0.511912,0.18467604,0.14519154,0.33933604,-0.4959715,0.3845532,-0.07055597,0.06075681,-0.37119776,0.017807506,0.4509257,0.5016093,0.01054021,0.26730317,-0.4355235,-0.033304058,0.49033472
aldéhyde,0.19745076,0.19196045,-0.45158783,-0.74700403,0.44251442,0.97920525,0.27709353,0.49942273,-0.63618696,-0.3285194,0.6547573,0.40518868,0.4705517,-0.30227375,0.35825273,0.31276444,0.13713175,-0.43820566,0.53866214,0.5655689,-0.5535557,0.5544522,0.24255559,-0.5771739,0.3186525,-0.35578865,-0.43372342,0.48563528,-0.5602167,0.1960516,0.47118405,0.43518,-0.48985407,0.21671884,-0.24900563,-0.5164319,0.039164998,0.22539271,-0.34610382,-0.81282437,0.58857197,0.565944,-0.33309782,0.43716508,0.55199057,0.553116,0.24232921,-0.70844865,0.44934487,0.22712189,-0.0021468177,-0.27639058,0.5480214,0.36678523,0.4887569,-0.32264468,0.27552858,-0.61595047,-0.36540985,0.339858
métal,0.41742927,0.3634025,-0.3687764,0.50638074,0.57037663,0.021454252,0.4479784,0.6903647,-0.34870708,-0.28026003,0.46709254,0.54665345,0.57288235,-0.68931615,0.3494951,0.46489704,0.4462334,-0.34722137,0.43047214,0.55215955,-0.41539857,0.5708843,0.54162586,-0.5238428,0.21712583,-0.53598434,-0.58771706,0.44762275,-0.06681952,0.38208917,0.5258771,0.48458052,-0.42333895,0.3225701,-0.4547576,-0.38452816,-0.4621408,0.60602105,0.37219316,-0.41642517,-0.5875499,0.41907796,-0.06743039,0.48220712,0.39243442,0.44927073,0.2898993,-0.5603473,0.30457246,0.124329984,-0.1240298,-0.40879363,0.2642717,0.41239995,0.41326338,-0.17066112,0.331124,-0.43168774,-0.10130514,0.5603675
miel,0.10024402,0.3212847,-0.4364818,-0.1663652,0.30147573,0.44575772,0.34473017,-0.5041613,-0.38628358,-0.4850464,0.6225463,0.17244096,0.3955018,-0.6016206,0.45751017,0.5948354,0.64640665,-0.6418326,0.4773982,0.6989019,-0.092769854,0.58721864,0.022562467,0.05002433,0.23782316,-0.21860382,-0.29119337,0.072830886,-0.518595,0.47833455,0.28718096,0.50738597,-0.70165366,0.047043685,-0.27291113,-0.51340014,0.59471786,0.43218797,-0.9627874,0.37198937,0.5774162,0.4911521,-0.3629073,0.6634073,0.3936666,0.4841751,0.44906998,-0.33703387,0.39530653,0.28665596,-0.47968626,-0.52616036,0.26713648,0.4738804,0.1612812,-0.48453963,0.113916904,-0.5758387,-0.69675034,0.51800084
melon,0.5127853,0.6442973,-0.19029917,-0.61109734,0.7088051,0.48301247,0.37155437,0.5227701,-0.33089942,-0.7201377,0.3749699,0.35707283,0.5101075,-0.0392293,0.611233,0.20589748,0.37909228,-0.6346425,0.368592,0.3893779,-0.31450626,-0.021340447,0.23870035,-0.6327186,0.46967226,-0.4319687,-0.11105312,0.59628034,-0.23691225,0.36230218,0.4979354,0.43026227,-0.450287,0.5371995,-0.22380161,-0.20889431,-0.91477776,0.47948563,-0.099825054,-0.46193758,-0.27932593,0.1283156,-0.47104642,0.13084301,0.46450114,0.46931475,0.5008946,-0.5845183,0.6293974,0.36719,-0.38068378,-0.4207232,0.67194104,0.3659754,0.2884181,-0.29658478,0.32436156,-0.3029625,-0.5406393,0.41712597
ambregris,-0.08982385,0.5270376,-0.43158805,-0.34168163,-0.2226841,-0.36050823,0.0015383102,0.33835453,-0.39463553,0.30027398,0.69312346,0.7436764,0.31445166,-0.7164846,-0.04263464,0.35413522,0.49496567,0.19787274,-0.08078252,0.5947643,-0.36858505,0.3023702,0.28900227,-0.69907284,0.43054456,-0.27976197,-0.51482064,0.27711782,-0.11031998,0.6972487,0.4131711,0.0849549,-0.31373048,0.5212013,-0.5179944,-0.59012294,1.1825854,0.5689649,-0.3330872,0.62772465,0.02374006,0.3863793,-0.3324828,0.46965635,0.32533285,0.26197848,0.43608028,-0.15621944,0.37899217,0.19680814,-0.11959036,-0.14252926,-0.38701612,0.3148963,0.36857912,-0.24496078,0.6437002,-0.06488813,-0.33859867,-0.19234866
raisin,0.3022874,0.2840649,-0.32377177,-0.23211983,0.43128783,0.08493833,0.35571378,-0.25064588,-0.28821164,-0.4303652,0.18546197,0.21039689,0.19084448,-0.44329378,0.5607319,0.24744329,0.32328275,-0.60723805,0.2828365,0.31155473,-0.1483764,0.16452879,0.1287109,-0.21309316,0.27572688,-0.41938522,-0.19257984,0.29961175,-0.39257565,0.4721036,0.36518314,0.3743859,-0.5230111,0.3602138,-0.16326457,-0.5177195,-0.2773373,0.346682,-0.37297258,0.23399459,-0.002178289,0.19239902,-0.5175161,0.46394658,0.47668523,0.5440307,0.45157686,-0.44045153,0.71283585,0.18394323,-0.5125214,-0.43179822,0.38590074,0.542934,0.14791515,-0.5157609,0.14303854,-0.45687485,-0.5308843,0.26598528
