RESERVED,-0.07979903,0.015667353,-0.015955448,0.030398525,-0.024274446,-0.018928524,0.011821449,0.048265126,-0.026079379,-0.013760049,-0.046393525,0.03170599,-0.017119337,-0.05288991,0.037600674,0.013228405,-0.034725547,0.052658595,0.024348367,-0.06257484,0.04122187,-0.06673801,0.01632328,-0.04098431,0.0013307333,0.010346033,-0.01785668,-0.020599663,0.035362,0.017757788,0.032154217,0.040942434,-0.009294964,0.033776283,0.059824944,-0.0063228384,-0.035781898,0.0023811832,-0.025796749,-0.022436764,0.011188913,0.03671246,-0.010367094,-0.05904782,0.025678422,-0.08594404,0.022339012,0.0068865754,0.0055663697,-0.05194359,-0.011628855,0.047219995,0.028374348,-0.04893267,-0.0020788163,0.044528686,-0.011723898,-0.017106604,-0.02738348,-0.025112532,-0.019256914,0.008882068,-0.051835336,-0.039532147,-0.024052355,-0.016272638,-0.02444762,0.02127925,0.03679456,-0.032306086,-0.06650251,-0.027758291,0.028950773,-0.0059020855,0.030693065,0.060248505,0.022498425,-0.04197985,-0.024629295,0.002090646,0.015890364,0.007979857,-0.06840047,-0.033944417,-0.013852309,0.08240494,-0.0063916575,0.06640911,-0.045991134,0.06299732,0.017714463,0.0011013616,-0.00959241,0.030662589,-0.03729701,-0.011696756
UNK,-0.010624494,-0.012259897,0.053508036,0.051993653,0.08554188,0.02421663,-0.010021567,-0.047648776,-0.076348215,-0.006771896,0.099130586,-0.033833347,0.008478675,-0.054335628,0.014147747,-0.014654029,-0.08718243,0.043169044,0.0070338957,-0.049722407,0.010524858,0.065749764,-0.05757296,-0.010049358,0.017834531,0.04974667,-0.011117162,0.0014793314,0.028044261,-0.011980547,0.09009605,-0.034880638,-0.06127063,-0.0042664744,-0.015693232,0.05415669,-0.037341546,0.016691897,0.059952617,-0.08697052,0.004424479,-0.02840222,-0.01842779,-0.005301323,0.0013734456,0.02345474,0.022941992,-0.016528342,-0.010121191,-0.06888987,0.04232833,-0.055515923,-0.06128472,-0.019525029,-0.0030908212,0.03815664,-0.07699803,0.05867534,0.003068041,0.045462385,-0.07670994,0.034696534,-0.06968489,0.06137916,0.0040352233,0.041061867,0.0021362863,-0.059921026,-0.022273611,0.0046346784,0.015299667,0.009247672,0.07342537,-0.05043409,-0.079284385,-0.07687281,-0.042357087,0.03791182,0.027040865,0.06882628,0.004283536,-0.034462538,-0.0005483888,-0.01266798,0.014326002,0.07068042,-0.032555174,0.00982758,0.012440931,0.022639915,-0.0315716,-0.020778907,-0.038401425,0.053035915,-0.039168287,-0.02151617
fruité,-0.27708644,-0.44536912,-0.2714612,-0.2782892,0.48679554,0.52959913,-0.54442036,-0.32284498,0.50062376,0.3018248,-0.16703452,0.3687892,0.49462494,-0.18152231,-0.34872425,0.36973694,0.6863767,-0.23054452,-0.31355074,0.6367787,-0.3390745,0.43835163,-0.5768167,0.37585938,-0.48533416,-0.38027245,0.20657426,-0.3354965,0.09977395,0.45247322,0.369628,-0.541134,0.4302346,-0.47412413,0.32010582,0.54410267,0.425817,-0.3462209,-0.29879862,0.30236754,-0.3261457,0.256882,0.4454667,-0.37194782,0.43449122,-0.3162646,0.32399052,0.5112556,0.43941474,-0.5195369,-0.16934887,-0.51021564,-0.5545918,-0.51826763,0.34939203,-0.50744414,-0.49285892,0.43043888,0.06822349,-0.33779705,-0.604815,0.437415,0.16242847,0.25058728,-0.09859131,0.19650434,-0.4559378,-0.3587188,0.47999713,0.36703584,0.3660168,0.49475446,0.4025297,0.3632692,0.5439746,-0.2220647,0.17670229,-0.38938147,-0.24783234,0.1712648,-0.4456633,0.49006,0.58329666,0.25689697,-0.2751918,0.53397703,0.44331035,-0.373554,0.21907419,-0.22573073,0.12116998,0.25249022,0.296601,-0.3362836,-0.5444583,0.5093356
vert,-0.0961377,-0.19266897,-0.23986161,-0.01391392,0.15038687,0.28907567,-0.12950437,-0.26324427,0.31699228,0.063997164,-0.20900364,0.10857965,0.17921627,-0.057998456,-0.29149336,0.2575494,0.0881625,0.0078265555,-0.04455687,0.23490973,-0.13466406,0.17976147,-0.17937537,0.27198458,-0.1952438,-0.1136844,0.04547934,-0.06495923,-0.18545403,-0.011617081,0.029191665,-0.125201,0.113903776,-0.025623575,0.15032573,0.29780975,0.09220424,-0.058927048,-0.21549043,-0.030373018,-0.09211552,0.09741561,0.16675995,-0.2164957,0.35470146,-0.107820794,0.16070122,0.046178147,0.04610851,-0.3506473,0.16150734,-0.15367763,-0.43924445,-0.45085078,0.07473202,-0.40572992,-0.1537845,0.24090256,-0.3054156,-0.039744627,-0.23913817,0.38547647,0.029901102,-0.09673536,-0.12535867,-0.2607343,-0.023690715,-0.16077751,0.15377542,-0.07434936,0.0639728,0.2948063,0.23971857,0.09820093,0.21716705,-0.046300095,0.028297037,-0.23644555,-0.23540178,0.31354058,-0.24120772,0.19783974,0.082750835,0.16186571,0.04446244,0.21255317,0.043642372,-0.0032293664,0.07967123,-0.1323067,-0.0012613507,-0.0067795645,0.19405493,-0.09281577,-0.1943789,0.006927911
doux,0.16551542,-0.34247965,0.045174047,-0.4615099,0.3115644,0.49900228,-0.4031973,-0.21140938,0.5250914,0.42608172,-0.37289897,0.3266645,0.41363746,-0.2871703,-0.47874925,0.39530003,0.40184265,-0.45787892,-0.1570537,0.36835587,-0.37500572,0.40391135,-0.44693625,0.3205214,-0.277702,-0.39051503,0.089506194,-0.5024656,0.28946418,0.29302368,0.38167655,-0.34034914,0.42414522,-0.46510768,0.23887971,0.31426787,0.4636668,-0.0154627785,-0.43446034,0.36591476,-0.4530036,0.22340608,0.42092675,-0.35948345,0.37365872,0.11295615,0.18499891,0.44044977,0.57624924,-0.3590989,0.18238255,-0.31092554,-0.3536586,-0.32828763,0.51982784,-0.38555828,-0.1831249,0.30462316,0.39942428,-0.50788784,-0.4208151,0.34233582,0.56994534,0.6301278,0.22727431,0.48349047,-0.35241646,-0.50676143,0.39057517,0.4454835,0.48414642,0.31745106,0.3450914,-0.1367534,0.4094566,-0.07389556,0.40225163,0.27521968,-0.18676473,-0.33936095,-0.34597763,0.50181866,0.2747527,0.39177817,-0.48726106,0.47831768,0.3198964,-0.3014176,0.015224695,-0.496732,0.5833192,-0.13932398,0.2679148,-0.38783863,-0.40414008,0.27953452
floral,-0.16822031,-0.47212672,-0.19824012,-0.19773862,0.14344053,0.5421634,-0.4046265,-0.47988737,0.47004724,0.42380697,-0.31702277,0.2934868,0.4210453,-0.24109161,-0.3111133,0.28909475,0.0042440593,-0.3874508,-0.2176308,0.32980612,-0.52895224,0.34272146,-0.16439608,0.53721213,-0.3543874,-0.360905,-0.1319826,-0.15830809,0.71128696,0.092006035,0.15012267,-0.32854927,0.29391456,-0.31477243,0.12432682,0.36526328,0.46082926,-0.36110297,-0.53274477,0.10968906,-0.33659226,0.011331871,0.35879034,-0.3775754,0.4417284,0.20132592,0.3224945,0.26088005,0.020432778,-0.45191738,0.30164555,-0.37488997,-0.15972391,-0.47184533,0.25986072,-0.41247407,-0.36456546,0.5070386,0.41884422,-0.24313703,-0.5317583,0.51279825,0.8159212,0.41188383,-0.33489025,0.728606,-0.51738673,-0.35484275,0.17976959,0.22746286,0.31445342,0.6192481,0.5907829,0.075049505,0.2599759,-0.66606855,0.39371017,0.1834586,-0.38825873,-0.1342114,-0.32250342,0.23602344,0.28146732,0.61237854,-0.4720701,0.37103194,0.2528497,-0.4506131,0.013107464,-0.42731243,0.45252445,-0.123618364,0.26383,-0.30459857,-0.3054567,0.2451625
boisé,0.14352487,-0.051709738,0.29540324,-0.12467629,0.15721329,0.12924781,-0.12909083,-0.050334595,0.19757965,0.049619216,-0.20102206,-0.058270574,0.07075438,0.073964365,-0.2655732,0.19062176,0.14653581,-0.19214395,0.035302322,0.12577505,-0.18588944,0.14262384,-0.029646393,0.17305979,-0.27550516,-0.30050677,-0.08916132,-0.24537177,0.32245883,0.040406577,0.17223585,-0.23413865,0.16835886,-0.0032617934,0.09162001,0.12116322,0.14699882,-0.2037995,-0.05580471,0.35454386,-0.26532498,0.15474825,0.10074523,-0.18426429,0.16650541,0.12096765,0.17120357,0.18129778,0.09407875,-0.10524702,0.2981344,-0.059015464,-0.20100833,-0.32767817,0.2507568,-0.23850554,-0.013613883,0.22923303,0.17379631,-0.24128026,-0.28740048,0.29806715,0.48819208,0.055216864,-0.1575068,0.036221888,-0.1559375,-0.22648384,0.22732404,0.014304882,0.23949496,-0.01145844,0.29753911,0.075436294,0.034536842,-0.33535644,0.35818854,0.14370668,-0.14898074,-0.39796394,-0.17740555,0.099217504,0.22599247,0.16142799,-0.13786589,0.071991295,0.34121138,-0.024167394,0.28609985,-0.26698527,0.040675156,-0.0058031194,0.12367806,-0.24549638,-0.27382234,0.09700941
herbe,0.048075065,-0.4664553,0.3098172,-0.15520802,0.37099624,0.29691023,-0.20110273,-0.39955533,0.2786858,0.32106072,-0.49443096,0.22635704,0.1764768,-0.047568075,-0.41861057,0.36508322,0.2101904,-0.5326645,-0.38675177,0.4426921,-0.09799179,0.30199423,-0.5822028,0.185944,-0.2696052,-0.46199307,0.2806793,-0.26517558,0.23160069,0.5778771,0.22361031,-0.2584974,0.3364105,-0.19233227,0.29006842,0.118745714,0.27892268,-0.010203533,-0.4981256,0.4786361,-0.5173547,0.32761884,0.3251232,-0.32770005,0.27555138,-0.43410805,0.32745537,0.25655806,0.4225459,-0.42825994,0.39881796,0.039448567,-0.44885072,-0.5342388,0.32104984,-0.35497504,-0.2913014,0.281467,-0.11536379,-0.49323717,-0.19584583,0.22121426,0.39708602,-0.019769043,-0.4764828,-0.33766177,-0.11529009,-0.4386089,0.42500335,0.223708,0.35313433,0.25713047,0.57725835,0.4686852,0.17455488,-0.12134778,0.48887393,-0.5808574,-0.3422825,0.26144856,-0.29276162,0.31814283,0.41065237,0.65711564,-0.43335557,0.09996264,0.3318926,-0.041223146,0.89819664,-0.54734427,0.31014732,0.08691993,0.4387586,-0.47953236,-0.39215642,0.18724973
épicé,0.12601826,-0.17513087,0.4364048,-0.31480995,0.22196914,0.32986814,-0.25768805,-0.20585881,0.2671066,0.25828463,-0.4111808,0.30108142,0.31911367,-0.20461793,-0.2710806,0.29032266,0.33719176,-0.49592638,-0.28007072,0.3288032,-0.2452856,0.38457423,-0.28817818,0.17947914,-0.29253927,-0.40645206,0.17405695,-0.42860815,0.58143556,0.49068338,0.43113637,-0.1436186,0.34118003,-0.42006686,0.13985102,0.28754294,0.3253681,-0.35070452,-0.26326892,0.5393321,-0.41143334,0.0578807,0.37192115,-0.23512626,0.06855605,0.14023484,0.34633625,0.41223952,0.50825673,-0.20262396,0.43016878,-0.1862913,-0.19991347,-0.2674731,0.33109224,-0.13520795,-0.38287005,0.17999575,0.612201,-0.36983162,-0.26829058,0.2597912,0.88465524,0.3065781,-0.009274809,0.34328538,-0.2486222,-0.23443805,0.41810596,0.38746712,0.34895054,0.3041966,0.37019843,-0.042765386,0.13725978,-0.18710707,0.6047029,-0.09699608,-0.36829633,-0.5579692,-0.31246537,0.32228225,0.42136413,0.30739444,-0.38864705,0.35581943,0.31201726,-0.20166346,0.35281777,-0.3707238,0.49980152,0.24941282,0.21730381,-0.22586572,-0.34840438,0.281661
ciredabeille,-0.20805266,-0.1815034,-0.3005279,-0.32440433,0.041700233,0.36387148,-0.20786285,-0.018909581,0.081461474,0.24425729,-0.4045957,0.23339538,0.23511545,-0.07140498,-0.21063997,0.321041,0.18208271,-0.2769089,-0.32223254,0.3787112,-0.34481418,0.35269386,-0.20638934,0.30906135,-0.23572807,-0.23958291,0.17722756,-0.13761896,0.010327458,0.16538528,0.31163543,-0.34855253,0.1369348,-0.29152244,0.1286707,0.114232294,0.27165514,-0.2439073,-0.16274649,0.4011443,-0.13924,0.059782684,0.187303,-0.2766835,0.26881027,0.01500481,0.37740272,0.30558306,0.23698327,-0.2157993,-0.083124086,-0.4428359,-0.21594104,-0.40459323,0.2517957,-0.20673329,-0.24277988,0.36481318,-0.13356806,-0.27470285,-0.23601696,0.30564445,-0.008685946,0.45775244,-0.05515097,0.2409761,-0.14804253,-0.09603713,0.11130177,0.06731297,0.33146134,0.088347316,0.38506773,-0.06957987,0.13029969,0.2548391,-0.12677398,0.28447962,-0.37575197,-0.25212574,-0.24119626,0.22390606,0.3299587,0.31945792,0.062685624,0.277706,0.25173706,-0.17719935,-0.15897793,-0.2557125,0.30670622,-0.12345984,0.1339534,-0.2900501,-0.15033826,0.25061142
